role,source_file,line_number,log_timestamp,category,request_id,message
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,61,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(17): 1 context requests, 32 context tokens, 11 generation requests, 11 generation tokens, iteration elapsed time: 57.75 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,65,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(18): 0 context requests, 0 context tokens, 12 generation requests, 12 generation tokens, iteration elapsed time: 45.62 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,66,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(19): 1 context requests, 32 context tokens, 12 generation requests, 12 generation tokens, iteration elapsed time: 51.98 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,71,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(20): 1 context requests, 32 context tokens, 13 generation requests, 13 generation tokens, iteration elapsed time: 59.43 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,75,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(21): 0 context requests, 0 context tokens, 14 generation requests, 14 generation tokens, iteration elapsed time: 45.39 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,76,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(22): 1 context requests, 32 context tokens, 14 generation requests, 14 generation tokens, iteration elapsed time: 51.83 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,80,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(23): 1 context requests, 32 context tokens, 15 generation requests, 15 generation tokens, iteration elapsed time: 59.53 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,84,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(24): 0 context requests, 0 context tokens, 16 generation requests, 16 generation tokens, iteration elapsed time: 46.09 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,85,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(25): 1 context requests, 32 context tokens, 16 generation requests, 16 generation tokens, iteration elapsed time: 50.52 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,89,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(26): 1 context requests, 32 context tokens, 17 generation requests, 17 generation tokens, iteration elapsed time: 58.64 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,90,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(27): 0 context requests, 0 context tokens, 18 generation requests, 18 generation tokens, iteration elapsed time: 51.50 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,95,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(28): 1 context requests, 32 context tokens, 18 generation requests, 18 generation tokens, iteration elapsed time: 59.42 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,99,07-31 17:30:45,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:45 [core.py:348] Iteration(29): 0 context requests, 0 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 52.04 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,100,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(30): 1 context requests, 32 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 52.79 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,104,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(31): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.17 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,108,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(32): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.64 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,109,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(33): 1 context requests, 32 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 52.66 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,113,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(34): 1 context requests, 32 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 59.94 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,117,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(35): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.68 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,119,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(36): 1 context requests, 32 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 52.54 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,123,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(37): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.22 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,127,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(38): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.45 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,128,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(39): 1 context requests, 32 context tokens, 19 generation requests, 19 generation tokens, iteration elapsed time: 52.97 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,132,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(40): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.93 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,136,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(41): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.67 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,137,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(42): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 52.34 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,142,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(43): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.60 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,146,07-31 17:30:46,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:46 [core.py:348] Iteration(44): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.15 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,147,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(45): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 52.86 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,151,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(46): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.97 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,155,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(47): 0 context requests, 0 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 51.86 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,156,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(48): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 52.99 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,160,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(49): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 60.21 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,164,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(50): 0 context requests, 0 context tokens, 21 generation requests, 21 generation tokens, iteration elapsed time: 51.87 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,166,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(51): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 52.29 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2/combined_server.log,170,07-31 17:30:47,iteration,,"[0;36m(EngineCore_DP0 pid=2951204)[0;0m INFO 07-31 17:30:47 [core.py:348] Iteration(52): 1 context requests, 32 context tokens, 20 generation requests, 20 generation tokens, iteration elapsed time: 59.97 ms"
